topology,seed,riskS_mean_baseline,belief_var_mean_baseline,gini_mean_baseline,abs_ret_mean_baseline,stable_hit_baseline,time_to_stability_baseline,riskS_mean_policy,belief_var_mean_policy,gini_mean_policy,abs_ret_mean_policy,dP_mean,gate_mean,stable_hit_policy,time_to_stability_policy,delta_riskS_mean,delta_belief_var_mean,delta_abs_ret_mean,delta_gini_mean
small_world_clustered,14,2.6557518913974394,0.0007162245951017,0.1379703568492324,0.0013649817894116,1,29,10.5997543929057,0.0006827838380364729,0.22861395237729185,0.002821794957191574,0.004551480188294647,0.316858961258215,1,29,7.94400250150826,-3.3440757065227164e-05,0.001456813167779974,0.09064359552805945
small_world_clustered,15,8.802586964487157,0.0007114525517808,0.1294176516877443,0.0026251463414948,1,29,5.021562970003165,0.0006801447423596734,0.22449532481277332,0.0019624755475350993,0.004562539957547279,0.39912959417446003,1,29,-3.7810239944839914,-3.1307809421126536e-05,-0.0006626707939597007,0.09507767312502902
small_world_clustered,16,5.122274832166556,0.0007172653068883,0.1648699115979077,0.0018623587596236,1,29,7.172259146811311,0.0006805629177509576,0.22654264472831698,0.0023524369850522007,0.00456566632426712,0.3807175771117785,1,29,2.049984314644755,-3.670238913734236e-05,0.0004900782254286006,0.061672733130409274
small_world_clustered,17,55.76203572454913,0.0007418343289359,0.141802609205077,0.0059935603881969,1,29,8.435880405363612,0.0006797045514912626,0.2270336003234065,0.002499189773629601,0.004566375177423521,0.344252468599053,1,29,-47.32615531918552,-6.212977744463738e-05,-0.003494370614567299,0.08523099111832949
small_world_clustered,18,5.824400775046231,0.0007123773036537,0.1485366241831467,0.0020742874182679,1,29,7.08753350080878,0.0006638539219550748,0.22200970259396585,0.00226875362136801,0.004572754375577162,0.35603522162338086,1,29,1.2631327257625484,-4.852338169862515e-05,0.00019446620310011,0.07347307841081915
small_world_clustered,19,8.341471234800899,0.0007130692830646,0.1427481231853015,0.002172411541572,1,29,7.434942849990712,0.0006744683735780243,0.22450700778982607,0.002245021981467214,0.004558590806246986,0.35976392006778257,1,29,-0.906528384810187,-3.860090948657564e-05,7.26104398952143e-05,0.08175888460452457
small_world_clustered,2,7.302411377975209,0.0007132967810369,0.1275285279136404,0.0024746651425805,1,29,5.866526872941015,0.0006752714791616545,0.22411559097393036,0.002116891210987681,0.004562818992833792,0.3746247830131844,1,323,-1.4358845050341937,-3.802530187524541e-05,-0.000357773931592819,0.09658706306028997
small_world_clustered,3,5.954174106363557,0.0007236340367,0.1275061972585802,0.0019472411531569,1,29,3.642604415640908,0.0006843808291168585,0.2286400514240754,0.0016928035205384113,0.004560956017045294,0.4403083620861043,1,29,-2.3115696907226493,-3.925320758314159e-05,-0.0002544376326184888,0.1011338541654952
small_world_clustered,4,19.78326434925145,0.0007234333574169,0.154906911227417,0.0038182308327255,1,29,19.517841182763355,0.0006877224961577232,0.22653334159868582,0.0037684756677668963,0.004564928287848601,0.3204798992408435,1,29,-0.2654231664880946,-3.571086125917682e-05,-4.9755164958603486e-05,0.07162643037126881
small_world_clustered,5,5.972540948251346,0.0007133135792619,0.1501817017407845,0.0020151735602585,1,29,4.093540703977107,0.0006765631791344925,0.22382583898010297,0.0016980273128076912,0.004568778328406467,0.4274681794179563,1,29,-1.8790002442742395,-3.675040012740744e-05,-0.0003171462474508089,0.07364413723931848
small_world_clustered,6,6.049933148542968,0.000712610835485,0.1418856654158926,0.0022255019165313,1,29,8.626022255096148,0.0006756878703016492,0.2228842479010419,0.002557464216532862,0.004563671575418694,0.3226803643666585,0,-1,2.5760891065531792,-3.6922965183350774e-05,0.0003319623000015621,0.0809985824851493
small_world_clustered,7,27.154261190488484,0.0007154641260481,0.131579431451938,0.0046166795557624,1,29,6.407817519523445,0.0006737483881928526,0.22789474289315897,0.0020289652080564425,0.004573331796626531,0.3882829440456201,1,29,-20.74644367096504,-4.171573785524739e-05,-0.0025877143477059574,0.09631531144122096
small_world_clustered,8,27.334763732999136,0.0007097081720021,0.1481802533028267,0.0045293002184264,1,29,6.177764661985401,0.0006729507403155466,0.22689326879129518,0.0021071434192445494,0.004558501894520454,0.3782511799515414,1,29,-21.156999071013736,-3.6757431686553475e-05,-0.002422156799181851,0.07871301548846849
small_world_clustered,9,9.56210062499041,0.0007275777434547,0.1558583985665787,0.0025282986653558,1,29,6.403506122914634,0.0006890593840550122,0.22736099039875868,0.00220078580504057,0.004562383848660541,0.40676194140529887,1,29,-3.1585945020757764,-3.8518359399687826e-05,-0.00032751286031522994,0.07150259183217997
